strain	lineage_PANGOLIN	missing	coverage	gisaid	date	country	region	gender	age	lineage_GISAID	EPI
hCoV-19/USA/NJ-CDC-LC0903805/2022	BA.5.1.25	6	0.995652610106009	gisaid	2022-10-02	USA	New Jersey	Female	63	BA.5.1.25	EPI_ISL_15410657
hCoV-19/USA/NJ-CDC-LC0904245/2022	BA.5.1.25	0	0.987827308296826	gisaid	2022-09-29	USA	New Jersey	Female	14	BA.5.1.25	EPI_ISL_15410450
hCoV-19/USA/NJ-CDC-LC0905139/2022	BA.5.1.25	0	0.994716249205765	gisaid	2022-09-30	USA	New Jersey	Male	56	BA.5.1.25	EPI_ISL_15410607
hCoV-19/USA/NJ-CDC-LC0906962/2022	BA.5.1.25	0	0.993746446844798	gisaid	2022-10-03	USA	New Jersey	Female	53	BA.5.1.25	EPI_ISL_15414205
hCoV-19/USA/NJ-CDC-LC0907248/2022	BA.5.1.25	0	0.992676320101662	gisaid	2022-09-26	USA	New Jersey	Male	53	BA.5.1.25	EPI_ISL_15412723
hCoV-19/USA/NJ-CDC-LC0911867/2022	BA.5.1.25	0	0.99588670033107	gisaid	2022-10-09	USA	New Jersey	Female	88	BA.5.1.25	EPI_ISL_15482464
hCoV-19/USA/NJ-CDC-QDX38614156/2022	BA.5.1	0	0.995786375948901	gisaid	2022-07-01	USA	New Jersey	Female	67	BA.5.1.25	EPI_ISL_14002789
hCoV-19/USA/NJ-CDC-QDX38675973/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-03	USA	New Jersey	Male	30	BA.5.1.25	EPI_ISL_14034572
hCoV-19/USA/NJ-CDC-QDX38764163/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-06	USA	New Jersey	Male	57	BA.5.1.25	EPI_ISL_14061110
hCoV-19/USA/NJ-CDC-QDX38874839/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-10	USA	New Jersey	Male	48	BA.5.1.25	EPI_ISL_14192246
hCoV-19/USA/NJ-CDC-QDX38969773/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-11	USA	New Jersey	Female	45	BA.5.1.25	EPI_ISL_14271090
hCoV-19/USA/NJ-CDC-QDX39167359/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-18	USA	New Jersey	Female	60	BA.5.1.25	EPI_ISL_14269797
hCoV-19/USA/NJ-CDC-QDX39258703/2022	BA.5.1	0	0.995786375948901	gisaid	2022-07-20	USA	New Jersey	Female	43	BA.5.1.25	EPI_ISL_14384750
hCoV-19/USA/NJ-CDC-QDX39502639/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-27	USA	New Jersey	Female	39	BA.5.1.25	EPI_ISL_14417552
hCoV-19/USA/NJ-CDC-QDX39757320/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-08-03	USA	New Jersey	Male	68	BA.5.1.25	EPI_ISL_14560042
hCoV-19/USA/NJ-CDC-QDX40456501/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-08-17	USA	New Jersey	Female	53	BA.5.1.25	EPI_ISL_14825686
hCoV-19/USA/NJ-CDC-QDX41123493/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-03	USA	New Jersey	Male	6	BA.5.1.25	EPI_ISL_15027472
hCoV-19/USA/NJ-CDC-QDX41123649/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-06	USA	New Jersey	Female	45	BA.5.1.25	EPI_ISL_15064352
hCoV-19/USA/NJ-CDC-QDX41175788/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-06	USA	New Jersey	Male	45	BA.5.1.25	EPI_ISL_15065141
hCoV-19/USA/NJ-CDC-QDX41378184/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-13	USA	New Jersey	Female	60	BA.5.1.25	EPI_ISL_15180876
hCoV-19/USA/NJ-CDC-QDX41378350/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-13	USA	New Jersey	Female	18	BA.5.1.25	EPI_ISL_15114264
hCoV-19/USA/NJ-CDC-QDX41378359/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-13	USA	New Jersey	Female	25	BA.5.1.25	EPI_ISL_15180761
hCoV-19/USA/NJ-CDC-QDX41496290/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-17	USA	New Jersey	Female	29	BA.5.1.25	EPI_ISL_15219911
hCoV-19/USA/NJ-CDC-QDX41591430/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-19	USA	New Jersey	Female	51	BA.5.1.25	EPI_ISL_15222626
hCoV-19/USA/NJ-CDC-QDX41754413/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-24	USA	New Jersey	Female	75	BA.5.1.25	EPI_ISL_15337816
hCoV-19/USA/NJ-CDC-QDX42346704/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-10-09	USA	New Jersey	Male	30	BA.5.1.25	EPI_ISL_15483698
hCoV-19/USA/NJ-CDC-QDX43725661/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-11-15	USA	New Jersey	Female	52	BA.5.1.25	EPI_ISL_16010638
hCoV-19/USA/NJ-CDC-STM-2HV5N8YE4/2022	BA.5.1.25	0	1	gisaid	2022-08-09	USA	New Jersey	Male	51	BA.5.1.25	EPI_ISL_14708324
hCoV-19/USA/NJ-CDC-STM-8YC8YMHSD/2022	BA.5.1.25	0	0.999899675617831	gisaid	2022-09-11	USA	New Jersey	Female	15	BA.5.1.25	EPI_ISL_15092986
hCoV-19/USA/NJ-CDC-STM-8YS85JKT8/2022	BA.5.1.25	0	0.998929873256864	gisaid	2022-08-08	USA	New Jersey	Male	31	BA.5.1.25	EPI_ISL_14708072
hCoV-19/USA/NJ-CDC-STM-TH84ES4BD/2022	BA.5.1.25	0	1	gisaid	2022-09-21	USA	New Jersey	Male	34	BA.5.1.25	EPI_ISL_15260274
hCoV-19/USA/NJ-GBW-LWPOAAAB19469/2022	BA.5.1.25	1665	0.940240109687991	gisaid	2022-07-26	USA	New Jersey	unknown	unknown	BA.5.1.25	EPI_ISL_14277964
hCoV-19/USA/NJ-NYGC-S-HU-16676-FYTV069/2022	BA.5.1.25	25	0.994749690666488	gisaid	2022-10-10	USA	New Jersey	unknown	unknown	BA.5.1.25	EPI_ISL_15730201
hCoV-19/USA/NJ-NYGC-S-JF-16518-WWYZ138/2022	BA.5.1.25	0	0.995585727184563	gisaid	2022-08-22	USA	New Jersey	unknown	unknown	BA.5.1.25	EPI_ISL_15790975
hCoV-19/USA/NJ-PHEL-V22029686/2022	BA.5.1.25	914	0.963114068822526	gisaid	2022-06-27	USA	New Jersey	Male	70	BA.5.1.25	EPI_ISL_13723327
hCoV-19/USA/NJ-PHEL-V22031467/2022	BA.5.1.25	917	0.963013744440357	gisaid	2022-07-06	USA	New Jersey	Male	82	BA.5.1.25	EPI_ISL_13895842
hCoV-19/USA/NJ-PHEL-V22032976/2022	BA.5.1.25	887	0.964016988262047	gisaid	2022-07-14	USA	New Jersey	Female	63	BA.5.1.25	EPI_ISL_14186592
hCoV-19/USA/NJ-PHEL-V22037269/2022	BA.5.1.25	754	0.970571514563756	gisaid	2022-08-15	USA	New Jersey	Female	26	BA.5.1.25	EPI_ISL_14766702
hCoV-19/USA/NJ-PHEL-V22039370/2022	BA.5.1.25	677	0.971675082767615	gisaid	2022-08-27	USA	New Jersey	Female	1	BA.5.1.25	EPI_ISL_15010715
hCoV-19/USA/NJ-PHEL-V22041293/2022	BA.5.1.25	913	0.963147510283249	gisaid	2022-09-13	USA	New Jersey	Female	13	BA.5.1.25	EPI_ISL_15117700
hCoV-19/USA/NJ-PHEL-V22047164/2022	BA.5.1.25	1887	0.930575527539043	gisaid	2022-10-25	USA	New Jersey	Female	22	BA.5.1.25	EPI_ISL_15819982
hCoV-19/USA/NJ-PHEL-V22047168/2022	BA.5.1.25	1887	0.930575527539043	gisaid	2022-10-22	USA	New Jersey	Male	49	BA.5.1.25	EPI_ISL_15819984
hCoV-19/USA/NJ-PHEL-V22047299/2022	BA.5.1.25	1888	0.93054208607832	gisaid	2022-10-25	USA	New Jersey	Female	37	BA.5.1.25	EPI_ISL_15820007
hCoV-19/USA/NJ-PHEL-V22051295/2022	DJ.1.1	0	0.992509112798047	gisaid	2022-11-22	USA	New Jersey	Female	39	DJ.1.1	EPI_ISL_16047152
hCoV-19/USA/NM-ASC-210801339/2022	BA.5.1.25	251	0.987392569307427	gisaid	2022-09-14	USA	New Mexico	Male	36	BA.5.1.25	EPI_ISL_15199321
hCoV-19/USA/NM-ASC-210805546/2022	BA.5.1.25	184	0.989633147175869	gisaid	2022-10-21	USA	New Mexico	Male	29	BA.5.1.25	EPI_ISL_16068496
hCoV-19/USA/NM-ASC-210830555/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-08	USA	New Mexico	Male	47	BA.5.1.25	EPI_ISL_15046574
hCoV-19/USA/NM-CDC-2-6543266/2022	BA.5.1.25	0	0.992642878640939	gisaid	2022-09-20	USA	New Mexico	Male	unknown	BA.5.1.25	EPI_ISL_15515040
hCoV-19/USA/NM-CDC-2-6543283/2022	BA.5.1.25	0	0.992676320101662	gisaid	2022-09-21	USA	New Mexico	Male	unknown	BA.5.1.25	EPI_ISL_15515044
hCoV-19/USA/NM-CDC-2-6543456/2022	BA.5.1.25	28	0.97762766277631	gisaid	2022-09-26	USA	New Mexico	Female	unknown	BA.5.1.25	EPI_ISL_15515097
hCoV-19/USA/NM-CDC-2-6572573/2022	BA.5.1.25	0	0.993612681001906	gisaid	2022-10-17	USA	New Mexico	Female	unknown	BA.5.1.25	EPI_ISL_15773961
hCoV-19/USA/NM-CDC-2-6597885/2022	BA.5.1.25	0	0.996488646624085	gisaid	2022-10-25	USA	New Mexico	Male	unknown	BA.5.1.25	EPI_ISL_15916492
hCoV-19/USA/NM-CDC-LC0826000/2022	BA.5.1.25	0	0.993746446844798	gisaid	2022-08-04	USA	New Mexico	Female	21	BA.5.1.25	EPI_ISL_14526655
hCoV-19/USA/NM-CDC-LC0827081/2022	BA.5.1.25	0	0.991572751897803	gisaid	2022-08-03	USA	New Mexico	Male	59	BA.5.1.25	EPI_ISL_14526394
hCoV-19/USA/NM-CDC-LC0846543/2022	BA.5.1.25	10	0.992341905494432	gisaid	2022-08-10	USA	New Mexico	Female	10	BA.5.1.25	EPI_ISL_14736520
hCoV-19/USA/NM-CDC-LC0865576/2022	BA.5.1.25	0	0.993679563923352	gisaid	2022-08-24	USA	New Mexico	Female	63	BA.5.1.25	EPI_ISL_14899657
hCoV-19/USA/NM-CDC-LC0870588/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-08-29	USA	New Mexico	Male	21	BA.5.1.25	EPI_ISL_14939988
hCoV-19/USA/NM-CDC-LC0883059/2022	BA.5.1.25	0	0.993679563923352	gisaid	2022-09-11	USA	New Mexico	Male	37	BA.5.1.25	EPI_ISL_15103964
hCoV-19/USA/NM-CDC-LC0901093/2022	BA.5.1.25	0	0.995819817409624	gisaid	2022-09-28	USA	New Mexico	Male	70	BA.5.1.25	EPI_ISL_15412293
hCoV-19/USA/NM-CDC-LC0908571/2022	BA.5.1.25	0	0.979433501655352	gisaid	2022-09-28	USA	New Mexico	Female	82	BA.5.1.25	EPI_ISL_15413160
hCoV-19/USA/NM-CDC-LC0910112/2022	BA.5.1.25	0	0.99588670033107	gisaid	2022-10-03	USA	New Mexico	Female	63	BA.5.1.25	EPI_ISL_15414005
hCoV-19/USA/NM-CDC-LC0913226/2022	BA.5.1.25	111	0.977761428619202	gisaid	2022-10-07	USA	New Mexico	Male	57	BA.5.1.25	EPI_ISL_15482221
hCoV-19/USA/NM-CDC-LC0925931/2022	BA.5.1.25	0	0.987726983914657	gisaid	2022-11-02	USA	New Mexico	Female	59	BA.5.1.25	EPI_ISL_15779085
hCoV-19/USA/NM-CDC-LC0926645/2022	BA.5.1.25	23	0.977794870079925	gisaid	2022-10-31	USA	New Mexico	Female	13	BA.5.1.25	EPI_ISL_15778657
hCoV-19/USA/NM-CDC-LC0933381/2022	BA.5.1.25	0	0.992676320101662	gisaid	2022-11-03	USA	New Mexico	Male	35	BA.5.1.25	EPI_ISL_15859588
hCoV-19/USA/NM-CDC-LC0934087/2022	BA.5.1.25	0	0.994783132127211	gisaid	2022-11-07	USA	New Mexico	Male	70	BA.5.1.25	EPI_ISL_15890001
hCoV-19/USA/NM-CDC-LC0934247/2022	BA.5.1.25	0	0.992676320101662	gisaid	2022-11-07	USA	New Mexico	Female	48	BA.5.1.25	EPI_ISL_15889934
hCoV-19/USA/NM-CDC-LC0934254/2022	BA.5.1.25	0	0.992676320101662	gisaid	2022-11-07	USA	New Mexico	Male	13	BA.5.1.25	EPI_ISL_15889932
hCoV-19/USA/NM-CDC-LC0938765/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-11-18	USA	New Mexico	Male	64	BA.5.1.25	EPI_ISL_15976405
hCoV-19/USA/NM-NMDOH-102240/2022	BA.5.1.25	0	0.996154232016854	gisaid	2022-07-10	USA	New Mexico	unknown	4	BA.5.1.25	EPI_ISL_16086368
hCoV-19/USA/NM-NMDOH-102263/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-08	USA	New Mexico	Male	0	BA.5.1.25	EPI_ISL_16086386
hCoV-19/USA/NM-NMDOH-140621/2022	BA.5.1.25	197	0.9895328227937	gisaid	2022-10-14	USA	New Mexico	unknown	27 years	BA.5.1.25	EPI_ISL_15846525
hCoV-19/USA/NM-NMDOH-140650/2022	BA.5.1.25	0	0.996120790556131	gisaid	2022-10-12	USA	New Mexico	unknown	22 years	BA.5.1.25	EPI_ISL_15846541
hCoV-19/USA/NM-NMDOH-2022104900/2022	BA.5.1.25	894	0.966090358826874	gisaid	2022-07-14	USA	New Mexico	Female	61	BA.5.1.25	EPI_ISL_14486909
hCoV-19/USA/NM-NMDOH-2022105662/2022	BA.5.1.25	263	0.987492893689596	gisaid	2022-07-18	USA	New Mexico	Male	54	BA.5.1.25	EPI_ISL_14486916
hCoV-19/USA/NM-NMDOH-2022127046/2022	BA.5.1.25	0	0.996388322241916	gisaid	2022-09-12	USA	New Mexico	Male	1	BA.5.1.25	EPI_ISL_15844699
hCoV-19/USA/NM-NMDOH-2022129665/2022	BA.5.1.25	0	0.99632143932047	gisaid	2022-09-16	USA	New Mexico	Male	17	BA.5.1.25	EPI_ISL_15844707
hCoV-19/USA/NM-NMDOH-2022129674/2022	BA.5.1.25	0	0.996154232016854	gisaid	2022-09-16	USA	New Mexico	Male	15	BA.5.1.25	EPI_ISL_15844708
hCoV-19/USA/NM-NMDOH-2022130930/2022	BA.5.1.25	0	0.996120790556131	gisaid	2022-09-09	USA	New Mexico	unknown	69	BA.5.1.25	EPI_ISL_15729380
hCoV-19/USA/NM-NMDOH-2022131870/2022	BA.5.1.25	0	0.9962211149383	gisaid	2022-09-22	USA	New Mexico	Female	12	BA.5.1.25	EPI_ISL_15731613
hCoV-19/USA/NM-NMDOH-2022132702/2022	BA.5.1.25	0	0.996287997859747	gisaid	2022-09-27	USA	New Mexico	Male	0	BA.5.1.25	EPI_ISL_15729401
hCoV-19/USA/NM-NMDOH-2022133256/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-17	USA	New Mexico	unknown	47	BA.5.1.25	EPI_ISL_15729467
hCoV-19/USA/NM-NMDOH-2022133592/2022	BA.5.1.25	0	0.995920141791793	gisaid	2022-09-29	USA	New Mexico	Male	42	BA.5.1.25	EPI_ISL_15843380
hCoV-19/USA/NM-NMDOH-2022133632/2022	BA.5.1.25	0	0.996087349095409	gisaid	2022-09-29	USA	New Mexico	Female	39	BA.5.1.25	EPI_ISL_15729470
hCoV-19/USA/NM-NMDOH-2022136696/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-10-13	USA	New Mexico	Male	63	BA.5.1.25	EPI_ISL_15843408
hCoV-19/USA/NM-NMDOH-2022137200/2022	BA.5.1.25	0	0.996120790556131	gisaid	2022-09-30	USA	New Mexico	unknown	49	BA.5.1.25	EPI_ISL_15843539
hCoV-19/USA/NM-NMDOH-2022137220/2022	BA.5.1.25	11	0.995719493027455	gisaid	2022-10-03	USA	New Mexico	unknown	66	BA.5.1.25	EPI_ISL_15843552
hCoV-19/USA/NM-NMDOH-2022139954/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-10-18	USA	New Mexico	Female	48	BA.5.1.25	EPI_ISL_15843581
hCoV-19/USA/NM-NMDOH-2022142623/2022	BA.5.1.25	761	0.970303982877972	gisaid	2022-11-03	USA	New Mexico	Female	19	BA.5.1.25	EPI_ISL_16036664
hCoV-19/USA/NM-UNM-ED3717/2022	BA.5.1.25	1	0.992475671337324	gisaid	2022-09-27	USA	New Mexico	unknown	unknown	BA.5.1.25	EPI_ISL_15688716
hCoV-19/USA/NM-UNM-ED3720/2022	BA.5.1.25	6	0.992308464033709	gisaid	2022-10-01	USA	New Mexico	unknown	unknown	BA.5.1.25	EPI_ISL_15688718
hCoV-19/USA/NM-UNM-ED3824/2022	BA.5.1.25	0	0.992509112798047	gisaid	2022-10-24	USA	New Mexico	unknown	unknown	BA.5.1.25	EPI_ISL_15953227
hCoV-19/USA/NM-UNM-TRL_0722_013/2022	BA.5.1.25	7	0.992275022572986	gisaid	2022-07-01	USA	New Mexico	unknown	unknown	BA.5.1.25	EPI_ISL_15205266
hCoV-19/USA/NM-UNM-TRL_0822_222/2022	BA.5.1.25	1001	0.95903421061432	gisaid	2022-08-05	USA	New Mexico	unknown	unknown	BA.5.1.25	EPI_ISL_15199018
hCoV-19/USA/NM-UNM-TRL_0822_348/2022	BA.5.1.25	0	0.992509112798047	gisaid	2022-08-10	USA	New Mexico	unknown	unknown	BA.5.1.25	EPI_ISL_15719251
hCoV-19/USA/NM-UNM-TRL_Nov22_013/2022	BA.5.1.25	849	0.967394575795071	gisaid	2022-10-29	USA	New Mexico	unknown	unknown	BA.5.1.25	EPI_ISL_16116589
hCoV-19/USA/NM-UNM-TRL_Nov22_143/2022	BA.5.1.25	2765	0.903320737049794	gisaid	2022-11-03	USA	New Mexico	unknown	unknown	BA.5.1.25	EPI_ISL_16116669
hCoV-19/USA/NV-CDC-LC0764375/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-06-28	USA	Nevada	Female	33	BA.5.1.25	EPI_ISL_13911280
hCoV-19/USA/NV-CDC-LC0825995/2022	BA.5.1.25	0	0.991572751897803	gisaid	2022-08-04	USA	Nevada	Female	27	BA.5.1.25	EPI_ISL_14526628
hCoV-19/USA/NV-CDC-LC0827123/2022	BA.5.1.25	42	0.98207537705247	gisaid	2022-08-03	USA	Nevada	Female	26	BA.5.1.25	EPI_ISL_14526448
hCoV-19/USA/NV-CDC-LC0874885/2022	BA.5.1.25	0	0.992642878640939	gisaid	2022-09-02	USA	Nevada	Male	39	BA.5.1.25	EPI_ISL_15042534
hCoV-19/USA/NV-CDC-LC0918345/2022	BA.5.1.25	0	0.994749690666488	gisaid	2022-10-18	USA	Nevada	Male	29	BA.5.1.25	EPI_ISL_15618982
hCoV-19/USA/NV-CDC-QDX38633819/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-03	USA	Nevada	Male	57	BA.5.1.25	EPI_ISL_14003753
hCoV-19/USA/NV-CDC-QDX38831757/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-08	USA	Nevada	Male	44	BA.5.1.25	EPI_ISL_14080555
hCoV-19/USA/NV-CDC-QDX38833607/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-08	USA	Nevada	Male	29	BA.5.1.25	EPI_ISL_14079803
hCoV-19/USA/NV-CDC-QDX38833608/2022	BA.5.1.25	0	0.995819817409624	gisaid	2022-07-08	USA	Nevada	Female	24	BA.5.1.25	EPI_ISL_14079930
hCoV-19/USA/NV-CDC-QDX39079749/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-16	USA	Nevada	Male	0	BA.5.1.25	EPI_ISL_14267238
hCoV-19/USA/NV-CDC-QDX39324264/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-22	USA	Nevada	Female	35	BA.5.1.25	EPI_ISL_14385444
hCoV-19/USA/NV-CDC-QDX40373779/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-08-15	USA	Nevada	Female	32	BA.5.1.25	EPI_ISL_14744464
hCoV-19/USA/NV-CDC-QDX40520301/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-08-19	USA	Nevada	Male	8	BA.5.1.25	EPI_ISL_15655199
hCoV-19/USA/NV-CDC-QDX40622558/2022	BA.5.1	0	0.995786375948901	gisaid	2022-08-22	USA	Nevada	Male	57	BA.5.1.25	EPI_ISL_14829302
hCoV-19/USA/NV-CDC-QDX42698818/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-10-19	USA	Nevada	Male	38	BA.5.1.25	EPI_ISL_15704003
hCoV-19/USA/NV-CDC-QDX43071527/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-10-28	USA	Nevada	Male	44	BA.5.1.25	EPI_ISL_15771490
hCoV-19/USA/NV-NSPHL-22-00068214-01/2022	BA.5.1.25	1886	0.930608968999766	gisaid	2022-07-27	USA	Nevada	unknown	52	BA.5.1.25	EPI_ISL_15980755
hCoV-19/USA/NV-NSPHL-22-00069531-01/2022	BA.5.1.25	1887	0.930575527539043	gisaid	2022-08-04	USA	Nevada	unknown	60	BA.5.1.25	EPI_ISL_15980841
hCoV-19/USA/NV-NSPHL-22-00084511-01/2022	BA.5.1.25	1327	0.94813229441862	gisaid	2022-11-06	USA	Nevada	unknown	67	BA.5.1.25	EPI_ISL_15993884
hCoV-19/USA/NV-SNPHL-657211/2022	BA.5.1.25	1847	0.924188208540949	gisaid	2022-08-08	USA	Nevada	Male	77	BA.5.1.25	EPI_ISL_14587224
hCoV-19/USA/NV-SNPHL-673082/2022	BA.5.1.25	1399	0.939136541484132	gisaid	2022-09-12	USA	Nevada	Female	27	BA.5.1.25	EPI_ISL_15256660
hCoV-19/USA/NV-SNPHL-674647/2022	BA.5.1.25	1861	0.923720028090827	gisaid	2022-09-15	USA	Nevada	Female	50	BA.5.1.25	EPI_ISL_15256671
hCoV-19/USA/NY-ASC-210802712/2022	BA.5.1.25	35	0.994615924823596	gisaid	2022-10-03	USA	New York	Male	44	BA.5.1.25	EPI_ISL_15878577
hCoV-19/USA/NY-ASC-210829612/2022	BA.5.1.25	187	0.980169213791258	gisaid	2022-08-27	USA	New York	Male	37	BA.5.1.25	EPI_ISL_14988740
hCoV-19/USA/NY-ASC-210831459/2022	BA.5.1.25	566	0.96749490017724	gisaid	2022-09-24	USA	New York	Female	35	BA.5.1.25	EPI_ISL_15271061
hCoV-19/USA/NY-CDC-LC0715426/2022	BA.5.1.25	0	0.993746446844798	gisaid	2022-06-15	USA	New York	Female	78	BA.5.1.25	EPI_ISL_13543649
hCoV-19/USA/NY-CDC-LC0724760/2022	BA.5.1.25	0	0.991572751897803	gisaid	2022-06-20	USA	New York	Female	24	BA.5.1.25	EPI_ISL_13585598
hCoV-19/USA/NY-CDC-LC0742048/2022	BA.5.1.25	0	0.991572751897803	gisaid	2022-06-23	USA	New York	Female	27	BA.5.1.25	EPI_ISL_13721916
hCoV-19/USA/NY-CDC-LC0742695/2022	BA.5.1.25	0	0.992676320101662	gisaid	2022-06-23	USA	New York	Female	26	BA.5.1.25	EPI_ISL_13780397
hCoV-19/USA/NY-CDC-LC0742707/2022	BA.5.1.25	0	0.995819817409624	gisaid	2022-06-24	USA	New York	Male	60	BA.5.1.25	EPI_ISL_13780718
hCoV-19/USA/NY-CDC-LC0762276/2022	BA.5.1.25	180	0.978564023676554	gisaid	2022-07-08	USA	New York	Female	1	BA.5.1.25	EPI_ISL_13922467
hCoV-19/USA/NY-CDC-LC0762627/2022	BA.5.1.25	0	0.987793866836103	gisaid	2022-07-03	USA	New York	Male	24	BA.5.1.25	EPI_ISL_13914571
hCoV-19/USA/NY-CDC-LC0780023/2022	BA.5.1.25	0	0.995819817409624	gisaid	2022-07-10	USA	New York	Female	11	BA.5.1.25	EPI_ISL_14054231
hCoV-19/USA/NY-CDC-LC0784052/2022	BA.5.1.25	0	0.992642878640939	gisaid	2022-07-09	USA	New York	Female	25	BA.5.1.25	EPI_ISL_14104526
hCoV-19/USA/NY-CDC-LC0787990/2022	BA.5.1.25	21	0.978831555362338	gisaid	2022-07-16	USA	New York	Female	52	BA.5.1.25	EPI_ISL_14183391
hCoV-19/USA/NY-CDC-LC0788424/2022	BA.5.1.25	0	0.99588670033107	gisaid	2022-07-16	USA	New York	Female	47	BA.5.1.25	EPI_ISL_14183387
hCoV-19/USA/NY-CDC-LC0795076/2022	BA.5.1.25	0	0.992810085944554	gisaid	2022-07-16	USA	New York	Male	34	BA.5.1.25	EPI_ISL_14202630
hCoV-19/USA/NY-CDC-LC0819844/2022	BA.5.1.25	6	0.99354579808046	gisaid	2022-08-02	USA	New York	Male	58	BA.5.1.25	EPI_ISL_14501695
hCoV-19/USA/NY-CDC-LC0824305/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-08-05	USA	New York	Male	65	BA.5.1.25	EPI_ISL_14503012
hCoV-19/USA/NY-CDC-LC0836041/2022	BA.5.1.25	0	0.981473430759456	gisaid	2022-08-08	USA	New York	Male	2	BA.5.1.25	EPI_ISL_14652820
hCoV-19/USA/NY-CDC-LC0842064/2022	BA.5.1.25	18	0.983914657392235	gisaid	2022-08-15	USA	New York	Female	16	BA.5.1.25	EPI_ISL_14738441
hCoV-19/USA/NY-CDC-LC0845179/2022	BA.5.1.25	0	0.994749690666488	gisaid	2022-08-16	USA	New York	Female	44	BA.5.1.25	EPI_ISL_14739315
hCoV-19/USA/NY-CDC-LC0850420/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-08-16	USA	New York	Female	34	BA.5.1.25	EPI_ISL_14776703
hCoV-19/USA/NY-CDC-LC0854313/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-08-22	USA	New York	Male	62	BA.5.1.25	EPI_ISL_14850946
hCoV-19/USA/NY-CDC-LC0856427/2022	BA.5.1.25	0	0.991271778751296	gisaid	2022-08-19	USA	New York	Male	48	BA.5.1.25	EPI_ISL_14848932
hCoV-19/USA/NY-CDC-LC0856552/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-08-20	USA	New York	Female	30	BA.5.1.25	EPI_ISL_14849095
hCoV-19/USA/NY-CDC-LC0862927/2022	BA.5.1.25	0	0.979667591880413	gisaid	2022-08-23	USA	New York	Male	57	BA.5.1.25	EPI_ISL_14851708
hCoV-19/USA/NY-CDC-LC0867910/2022	BA.5.1.25	463	0.966692305119888	gisaid	2022-08-28	USA	New York	Male	24	BA.5.1.25	EPI_ISL_14939859
hCoV-19/USA/NY-CDC-LC0879784/2022	BA.5.1.25	0	0.995853258870347	gisaid	2022-09-06	USA	New York	Female	4	BA.5.1.25	EPI_ISL_15060264
hCoV-19/USA/NY-CDC-LC0889593/2022	BA.5.1.25	0	0.992676320101662	gisaid	2022-09-16	USA	New York	Male	46	BA.5.1.25	EPI_ISL_15178856
hCoV-19/USA/NY-CDC-LC0894106/2022	BA.5.1.25	0	0.994749690666488	gisaid	2022-09-18	USA	New York	Female	59	BA.5.1.25	EPI_ISL_15398284
hCoV-19/USA/NY-CDC-LC0906023/2022	BA.5.1.25	1	0.984550045145972	gisaid	2022-09-26	USA	New York	Male	46	BA.5.1.25	EPI_ISL_15412649
hCoV-19/USA/NY-CDC-LC0928271/2022	BA.5.1.25	0	0.992642878640939	gisaid	2022-11-04	USA	New York	Female	73	BA.5.1.25	EPI_ISL_15779540
